ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES1,C00345,IT0001076,1-Mar-15,257344,42,3-Mar-15,21401603,22
ES1,C00345,IT0001076,1-Mar-15,257344,42,5-Mar-15,21401666,20
ES3,C00205,IT0001012,10-Mar-15,257424,1000,13-Mar-15,21401971,750
ES3,C00205,IT0001012,10-Mar-15,257424,1000,15-Mar-15,21402016,250
ES3,C00205,IT0001162,10-Mar-15,257424,80,15-Mar-15,21402016,80
ES3,C00311,IT0001139,11-Mar-15,257427,175,12-Mar-15,21401891,80
ES3,C00311,IT0001139,11-Mar-15,257427,175,17-Mar-15,21402066,95
ES1,C00126,IT0001130,13-Mar-15,257444,70,16-Mar-15,21402008,70
ES1,C00225,IT0001236,17-Mar-15,220922,1920,11-May-15,21403742,1056
ES1,C00225,IT0001236,17-Mar-15,220922,1920,18-May-15,21403977,864
ES1,C00225,IT0001517,17-Mar-15,220922,170,11-May-15,21403742,170
ES1,C00224,IT0001468,17-May-15,220942,500,15-Jun-15,21404867,500
ES1,C00225,IT0001517,9-Jun-15,220945,34,7-Jul-15,21405523,34
ES1,C00231,IT0001387,14-Jun-15,220948,38,26-Jul-15,21406006,38
ES1,C00233,IT0001484,22-Jul-15,220962,20,30-Aug-15,21406817,20
ES1,C00233,IT0001478,22-Jul-15,220962,20,30-Aug-15,21406817,20
ES3,C00115,IT0001012,25-Nov-14,256551,2500,29-Jan-15,21400705,1000
ES3,C00115,IT0001012,25-Nov-14,256551,2500,14-Feb-15,21401070,500
ES3,C00115,IT0001012,25-Nov-14,256551,2500,2-Mar-15,21401530,250
ES3,C00238,IT0001076,17-Dec-14,256820,1500,12-Jan-15,21400214,250
ES3,C00238,IT0001076,17-Dec-14,256820,1500,12-Jan-15,21400234,500
ES3,C00238,IT0001076,17-Dec-14,256820,1500,21-Jan-15,21400492,500
ES3,C00238,IT0001076,17-Dec-14,256820,1500,23-Jan-15,21400519,250
ES1,C00370,IT0001026,10-Sep-15,290640,480,17-Sep-15,21407319,480
ES1,C00370,IT0001481,10-Sep-15,290640,150,24-Sep-15,21407487,150
ES1,C00195,IT0001414,13-Sep-15,290643,25,17-Sep-15,21407318,25
ES1,C00237,IT0001043,29-Sep-15,290660,144,8-Oct-15,21407764,72
ES1,C00237,IT0001043,29-Sep-15,290660,144,15-Oct-15,21407993,72
ES1,C00256,IT0001151,1-Oct-15,290663,200,15-Dec-15,21409439,200
ES1,C00370,IT0001018,26-Nov-15,290720,500,26-Nov-15,21409033,500
ES1,C00370,IT0001170,26-Nov-15,290720,24,26-Nov-15,21409033,24
ES1,C00370,IT0001414,26-Nov-15,290720,30,26-Nov-15,21409033,30
ES1,C00284,IT0001106,11-Nov-15,290723,100,29-Nov-15,21409125,100
ES1,C00156,IT0001106,25-Nov-15,290743,540,3-Dec-15,21409180,540
ES1,C00256,IT0001197,27-Nov-15,290746,500,15-Dec-15,21409442,100
ES1,C00256,IT0001197,27-Nov-15,290746,500,15-Dec-15,21409443,400
ES1,C00256,IT0001159,27-Nov-15,290746,100,15-Dec-15,21409443,100
ES1,C00225,IT0001222,19-Oct-14,220859,624,13-Jan-15,21400252,624
ES1,C00225,IT0001233,29-Oct-14,220865,60,6-Feb-15,21400891,60
ES1,C00238,IT0001433,9-Aug-15,258443,20,10-Aug-15,21406373,20
ES1,C00238,IT0001414,9-Aug-15,258443,10,10-Aug-15,21406373,10
ES3,C00258,IT0001033,9-Aug-15,258446,130,13-Aug-15,21406442,130
ES3,C00316,IT0001124,16-Aug-15,258489,192,24-Aug-15,21406722,120
ES3,C00316,IT0001124,16-Aug-15,258489,192,3-Sep-15,21406992,16
ES3,C00316,IT0001124,16-Aug-15,258489,192,27-Sep-15,21407597,48
ES1,C00102,IT0001494,18-Aug-15,258506,20,11-Oct-15,21407847,20
ES1,C00216,IT0001151,25-Aug-15,258549,32,26-Aug-15,21406772,32
ES1,C00252,IT0001096,5-Jan-15,290311,2000,9-Jan-15,21400149,1600
ES1,C00252,IT0001096,5-Jan-15,290311,2000,15-Jan-15,21400301,400
ES1,C00252,IT0001016,5-Jan-15,290311,750,6-Jan-15,21400072,500
ES1,C00252,IT0001016,5-Jan-15,290311,750,30-Jan-15,21400701,250
ES1,C00156,IT0001116,15-Jan-15,290324,144,27-Jan-15,21400588,144
ES1,C00142,IT0001111,20-Jan-15,290330,29,25-Jan-15,21400508,29
ES1,C00252,IT0001096,25-Jan-15,290333,2500,30-Jan-15,21400703,800
ES1,C00252,IT0001096,25-Jan-15,290333,2500,1-Feb-15,21400740,1280
ES1,C00252,IT0001096,25-Jan-15,290333,2500,8-Feb-15,21400913,320
ES1,C00252,IT0001043,25-Jan-15,290333,100,16-Feb-15,21401122,100
ES1,C00252,IT0001096,25-Jan-15,290333,2500,16-Feb-15,21401122,100
ES1,C00370,IT0001494,25-Jan-15,290336,200,15-Mar-15,21401960,200
ES1,C00370,IT0001433,25-Jan-15,290336,40,12-Feb-15,21401056,40
ES1,C00316,IT0001376,26-Jan-15,290337,318,22-Feb-15,21401348,318
ES1,C00316,IT0001371,26-Jan-15,290337,318,22-Feb-15,21401348,318
ES1,C00237,IT0001084,28-Jan-15,290344,250,5-Feb-15,21400833,250
ES1,C00245,IT0001133,1-Feb-15,290349,50,9-Feb-15,21400953,50
ES1,C00173,IT0001085,8-Feb-15,290356,250,4-Mar-15,21401607,250
ES1,C00173,IT0001018,8-Feb-15,290356,2000,4-Mar-15,21401607,500
ES1,C00173,IT0001018,8-Feb-15,290356,2000,22-Mar-15,21402190,1500
ES1,C00252,IT0001170,17-Feb-15,290364,100,22-Feb-15,21401327,100
ES1,C00252,IT0001096,17-Feb-15,290364,1750,25-Feb-15,21401410,1600
ES1,C00252,IT0001096,17-Feb-15,290364,1750,3-Mar-15,21401572,150
ES1,C00142,IT0001106,25-Feb-15,290375,180,11-Mar-15,21401847,125
ES1,C00142,IT0001106,25-Feb-15,290375,180,7-Apr-15,21402675,55
ES1,C00252,IT0001106,5-Mar-15,290389,200,10-Mar-15,21401772,63
ES1,C00252,IT0001106,5-Mar-15,290389,200,19-Mar-15,21402159,137
ES1,C00367,IT0001398,5-May-15,290396,6,15-May-15,21403939,6
ES1,C00252,IT0001096,11-Mar-15,290397,450,15-Mar-15,21401958,320
ES1,C00252,IT0001096,11-Mar-15,290397,450,26-Mar-15,21402320,130
ES1,C00252,IT0001084,11-Mar-15,290397,750,15-Mar-15,21401953,750
ES1,C00252,IT0001096,19-Mar-15,290410,500,22-Mar-15,21402194,500
ES1,C00237,IT0001016,22-Mar-15,290413,1250,30-Mar-15,21402446,1250
ES1,C00308,IT0001024,26-Mar-15,290416,320,31-Mar-15,21402500,320
ES1,C00308,IT0001084,26-Mar-15,290416,500,31-Mar-15,21402500,500
ES1,C00370,IT0001026,26-Mar-15,290420,480,8-Apr-15,21402732,480
ES1,C00294,IT0001016,27-Mar-15,290427,2500,29-Mar-15,21402400,1000
ES1,C00294,IT0001016,27-Mar-15,290427,2500,29-Mar-15,21402399,1500
ES1,C00178,IT0001139,31-Mar-15,290432,16,29-Apr-15,21403418,16
ES1,C00245,IT0001386,31-Mar-15,290435,3,28-Apr-15,21403367,3
ES1,C00256,IT0001203,2-Apr-15,290439,101,2-Jun-15,21404462,101
ES1,C00256,IT0001084,2-Apr-15,290439,125,15-Apr-15,21402950,125
ES1,C00262,IT0001476,8-Apr-15,290455,20,23-Apr-15,21403234,20
ES1,C00133,IT0001499,8-Apr-15,290456,75,22-Apr-15,21403190,75
ES1,C00284,IT0001049,9-Apr-15,290457,750,7-May-15,21403627,750
ES3,C00152,IT0001494,16-Apr-15,290470,35,23-Apr-15,21403228,35
ES1,C00138,IT0001084,19-Apr-15,290473,1000,11-May-15,21403748,1000
ES1,C00138,IT0001016,19-Apr-15,290473,1000,11-May-15,21403748,1000
ES1,C00240,IT0001076,9-Sep-15,258657,250,22-Sep-15,21407463,250
ES1,C00240,IT0001088,9-Sep-15,258660,160,6-Oct-15,21407755,160
ES1,C00240,IT0001012,9-Sep-15,258660,1000,12-Oct-15,21407905,250
ES1,C00240,IT0001012,9-Sep-15,258660,1000,18-Nov-15,21408858,250
ES1,C00240,IT0001033,9-Sep-15,258661,130,12-Oct-15,21407906,130
ES1,C00240,IT0001151,9-Sep-15,258661,40,12-Oct-15,21407906,40
ES1,C00216,IT0001113,10-Sep-15,258671,144,11-Sep-15,21407207,144
ES1,C00301,IT0001012,10-Sep-15,258674,750,23-Sep-15,21407520,250
ES1,C00301,IT0001012,10-Sep-15,258674,750,24-Sep-15,21407543,500
ES3,C00128,IT0001068,13-Sep-15,258681,72,13-Sep-15,21407233,72
ES1,C00151,IT0001481,15-Sep-15,258694,2,27-Sep-15,21407573,2
ES1,C00238,IT0001433,16-Sep-15,258697,27,21-Sep-15,21407391,27
ES3,C00313,IT0001076,17-Sep-15,258701,500,15-Oct-15,21408030,250
ES3,C00313,IT0001076,17-Sep-15,258701,500,18-Oct-15,21408076,250
ES1,C00238,IT0001381,20-Sep-15,258716,10,21-Sep-15,21407392,10
ES1,C00128,IT0001012,20-Sep-15,258719,500,21-Sep-15,21407418,500
ES3,C00128,IT0001088,20-Sep-15,258720,160,21-Sep-15,21407419,160
ES1,C00110,IT0001076,20-Sep-15,258727,250,19-Nov-15,21408873,250
ES3,C00313,IT0001020,21-Sep-15,258731,1280,21-Sep-15,21407438,480
ES3,C00313,IT0001020,21-Sep-15,258731,1280,25-Sep-15,21407586,320
ES3,C00313,IT0001020,21-Sep-15,258731,1280,8-Oct-15,21407812,160
ES3,C00313,IT0001020,21-Sep-15,258731,1280,14-Oct-15,21407978,160
ES3,C00313,IT0001020,21-Sep-15,258731,1280,15-Oct-15,21408031,160
ES1,C00301,IT0001151,21-Sep-15,258734,80,29-Sep-15,21407657,80
ES3,C00128,IT0001088,21-Sep-15,258739,160,22-Sep-15,21407459,160
ES3,C00106,IT0001076,23-Sep-15,258743,200,23-Sep-15,21407505,200
ES3,C00106,IT0001108,23-Sep-15,258743,50,23-Sep-15,21407505,50
ES3,C00170,IT0001088,23-Sep-15,258747,40,24-Sep-15,21407542,40
ES1,C00127,IT0001012,27-Sep-15,258757,10000,8-Nov-15,21408589,750
ES1,C00127,IT0001012,27-Sep-15,258757,10000,24-Nov-15,21409002,1000
ES1,C00127,IT0001012,27-Sep-15,258757,10000,25-Nov-15,21409031,1500
ES1,C00127,IT0001012,27-Sep-15,258757,10000,27-Nov-15,21409089,750
ES1,C00127,IT0001012,27-Sep-15,258757,10000,8-Dec-15,21409326,2000
ES1,C00127,IT0001012,27-Sep-15,258757,10000,9-Dec-15,21409366,250
ES1,C00127,IT0001012,27-Sep-15,258757,10000,8-Oct-15,21407771,1000
ES1,C00127,IT0001012,27-Sep-15,258757,10000,15-Oct-15,21408013,1750
ES1,C00127,IT0001012,27-Sep-15,258757,10000,18-Oct-15,21408049,250
ES1,C00127,IT0001012,27-Sep-15,258757,10000,5-Nov-15,21408525,750
ES1,C00246,IT0001405,27-Sep-15,258762,17,29-Sep-15,21407653,17
ES1,C00281,IT0001068,27-Sep-15,258766,72,28-Sep-15,21407654,72
ES1,C00281,IT0001158,27-Sep-15,258766,80,28-Oct-15,21408303,80
ES1,C00257,IT0001040,29-Sep-15,258777,72,7-Oct-15,21407756,72
ES1,C00283,IT0001126,8-Oct-15,258783,8,16-Oct-15,21408026,5
ES1,C00283,IT0001126,8-Oct-15,258783,8,21-Oct-15,21408150,3
ES3,C00335,IT0001124,30-Sep-15,258785,24,8-Oct-15,21407824,24
ES3,C00335,IT0001159,30-Sep-15,258785,56,1-Oct-15,21407710,32
ES3,C00335,IT0001159,30-Sep-15,258785,56,8-Oct-15,21407824,24
ES1,C00301,IT0001159,1-Oct-15,258790,40,9-Oct-15,21407865,40
ES1,C00287,IT0001020,6-Oct-15,258800,480,8-Oct-15,21407789,160
ES1,C00287,IT0001020,6-Oct-15,258800,480,15-Oct-15,21407994,320
ES3,C00106,IT0001088,2-Oct-15,258803,1500,6-Oct-15,21407727,700
ES3,C00106,IT0001088,2-Oct-15,258803,1500,7-Oct-15,21407782,480
ES3,C00106,IT0001088,2-Oct-15,258803,1500,12-Oct-15,21407896,320
ES1,C00311,IT0001066,7-Oct-15,258807,130,9-Oct-15,21407809,130
ES1,C00311,IT0001012,7-Oct-15,258807,1000,8-Oct-15,21407792,750
ES1,C00311,IT0001012,7-Oct-15,258807,1000,9-Oct-15,21407809,250
ES3,C00316,IT0001088,13-Oct-15,258814,480,13-Oct-15,21407922,480
ES1,C00314,IT0001088,7-Oct-15,258822,160,23-Oct-15,21408225,160
ES1,C00277,IT0001088,9-Oct-15,258826,255,9-Oct-15,21407805,255
ES3,C00240,IT0001088,9-Oct-15,258837,1440,5-Nov-15,21408512,640
ES3,C00240,IT0001088,9-Oct-15,258837,1440,18-Nov-15,21408860,320
ES1,C00312,IT0001414,9-Oct-15,258842,5,12-Oct-15,21407917,5
ES1,C00334,IT0001113,11-Oct-15,258845,72,14-Oct-15,21407970,72
ES3,C00170,IT0001076,12-Oct-15,258857,2500,8-Dec-15,21409333,500
ES3,C00170,IT0001076,12-Oct-15,258857,2500,15-Dec-15,21409480,250
ES3,C00170,IT0001076,12-Oct-15,258857,2500,28-Dec-15,21409836,750
ES1,C00257,IT0001139,13-Oct-15,258862,16,27-Oct-15,21408247,16
ES1,C00334,IT0001088,15-Oct-15,258873,320,22-Oct-15,21408192,320
ES1,C00115,IT0001012,18-Oct-15,258880,3000,21-Oct-15,21408165,1000
ES1,C00115,IT0001012,18-Oct-15,258880,3000,28-Oct-15,21408309,1750
ES1,C00115,IT0001012,18-Oct-15,258880,3000,22-Nov-15,21408935,250
ES1,C00340,IT0001162,18-Oct-15,258888,8,23-Oct-15,21408210,8
ES1,C00213,IT0001113,19-Oct-15,258890,144,26-Oct-15,21408239,72
ES1,C00213,IT0001113,19-Oct-15,258890,144,4-Nov-15,21408505,72
ES1,C00238,IT0001076,21-Oct-15,258905,1250,26-Oct-15,21408243,750
ES1,C00238,IT0001076,21-Oct-15,258905,1250,29-Oct-15,21408373,250
ES1,C00238,IT0001076,21-Oct-15,258905,1250,1-Nov-15,21408425,250
ES1,C00137,IT0001124,21-Oct-15,258909,96,3-Nov-15,21408443,56
ES1,C00351,IT0001084,21-Oct-15,258910,10,26-Oct-15,21408227,10
ES1,C00216,IT0001108,21-Oct-15,258913,130,22-Oct-15,21408204,130
ES3,C00316,IT0001088,11-Aug-15,258455,480,13-Aug-15,21406448,480
ES3,C00205,IT0001012,13-Aug-15,258473,1500,14-Aug-15,21406492,750
ES3,C00205,IT0001012,13-Aug-15,258473,1500,17-Aug-15,21406546,500
ES3,C00205,IT0001012,13-Aug-15,258473,1500,19-Aug-15,21406597,250
ES1,C00205,IT0001481,13-Aug-15,258474,30,14-Aug-15,21406493,30
ES3,C00334,IT0001371,19-Aug-15,258478,12,25-Aug-15,21406728,12
ES3,C00315,IT0001068,18-Aug-15,258488,144,18-Aug-15,21406557,144
ES1,C00280,IT0001151,23-Aug-15,258491,32,23-Aug-15,21406694,32
ES1,C00102,IT0001471,19-Aug-15,258508,10,9-Sep-15,21407111,10
ES1,C00102,IT0001494,19-Aug-15,258508,20,11-Oct-15,21407848,20
ES1,C00102,IT0001088,19-Aug-15,258508,320,1-Sep-15,21406882,320
ES3,C00366,IT0001088,19-Aug-15,258511,480,24-Aug-15,21406731,480
ES1,C00281,IT0001020,19-Aug-15,258518,800,20-Aug-15,21406631,160
ES1,C00281,IT0001020,19-Aug-15,258518,800,25-Aug-15,21406759,320
ES1,C00281,IT0001020,19-Aug-15,258518,800,26-Aug-15,21406780,320
ES1,C00301,IT0001433,21-Aug-15,258531,5,24-Aug-15,21406707,5
ES1,C00213,IT0001076,31-Aug-15,258534,250,4-Nov-15,21408504,250
ES1,C00177,IT0001088,23-Aug-15,258535,87,23-Aug-15,21406687,87
ES1,C00129,IT0001020,25-Aug-15,258537,160,27-Aug-15,21406801,160
ES3,C00118,IT0001266,26-Aug-15,258553,4518,11-Sep-15,21407170,4518
ES1,C00301,IT0001371,27-Aug-15,258556,6,28-Aug-15,21406833,6
ES1,C00301,IT0001151,27-Aug-15,258556,80,29-Sep-15,21407655,80
ES1,C00315,IT0001076,27-Aug-15,258561,250,4-Sep-15,21406988,250
ES1,C00205,IT0001020,30-Aug-15,258565,480,30-Aug-15,21406861,320
ES1,C00205,IT0001020,30-Aug-15,258565,480,1-Sep-15,21406903,160
ES1,C00240,IT0001162,30-Aug-15,258576,40,11-Sep-15,21407211,40
ES1,C00113,IT0001040,1-Sep-15,258594,144,3-Sep-15,21406933,72
ES1,C00113,IT0001040,1-Sep-15,258594,144,25-Sep-15,21407571,72
ES1,C00113,IT0001012,1-Sep-15,258594,1000,3-Sep-15,21406933,250
ES1,C00113,IT0001012,1-Sep-15,258594,1000,11-Sep-15,21407205,750
ES1,C00238,IT0001101,3-Sep-15,258596,180,11-Sep-15,21407179,180
ES1,C00238,IT0001406,1-Sep-15,258598,5,11-Sep-15,21407180,5
ES1,C00240,IT0001068,3-Sep-15,258617,72,22-Sep-15,21407461,72
ES1,C00240,IT0001012,3-Sep-15,258617,1250,22-Sep-15,21407461,250
ES1,C00240,IT0001012,3-Sep-15,258617,1250,29-Sep-15,21407675,250
ES1,C00240,IT0001012,3-Sep-15,258617,1250,6-Oct-15,21407753,750
ES1,C00240,IT0001371,3-Sep-15,258618,15,22-Sep-15,21407462,15
ES1,C00240,IT0001376,3-Sep-15,258618,15,22-Sep-15,21407462,15
ES1,C00240,IT0001367,3-Sep-15,258618,15,22-Sep-15,21407462,15
ES1,C00315,IT0001151,3-Sep-15,258621,80,30-Sep-15,21407681,80
ES1,C00315,IT0001068,3-Sep-15,258621,72,30-Sep-15,21407681,72
ES3,C00128,IT0001040,6-Sep-15,258636,72,6-Sep-15,21407047,72
ES1,C00287,IT0001159,6-Sep-15,258640,16,13-Sep-15,21407212,16
ES1,C00246,IT0001076,9-Sep-15,258648,500,9-Oct-15,21407862,250
ES1,C00246,IT0001076,9-Sep-15,258648,500,13-Oct-15,21407957,250
ES1,C00354,IT0001020,9-Sep-15,258654,640,15-Sep-15,21407317,640
ES1,C00354,IT0001040,9-Sep-15,258654,144,14-Sep-15,21407284,72
ES1,C00354,IT0001040,9-Sep-15,258654,144,20-Sep-15,21407407,72
ES1,C00118,IT0001266,16-Feb-15,257237,8004,10-Mar-15,21401783,8004
ES1,C00238,IT0001151,16-Feb-15,257242,320,30-Mar-15,21402462,16
ES1,C00238,IT0001151,16-Feb-15,257242,320,2-Apr-15,21402569,128
ES1,C00238,IT0001151,16-Feb-15,257242,320,8-Apr-15,21402756,104
ES1,C00238,IT0001151,16-Feb-15,257242,320,13-Apr-15,21402936,72
ES3,C00196,IT0001068,16-Feb-15,257244,72,23-Feb-15,21401374,72
ES1,C00151,IT0001258,18-Feb-15,257263,2499,3-Mar-15,21401588,2499
ES1,C00102,IT0001020,19-Feb-15,257266,640,20-Feb-15,21401305,320
ES1,C00102,IT0001020,19-Feb-15,257266,640,24-Feb-15,21401392,160
ES1,C00102,IT0001020,19-Feb-15,257266,640,2-Mar-15,21401538,160
ES1,C00259,IT0001076,22-Feb-15,257287,200,26-Feb-15,21401456,200
ES1,C00259,IT0001108,22-Feb-15,257287,10,26-Feb-15,21401456,10
ES3,C00335,IT0001113,22-Feb-15,257290,72,24-Feb-15,21401402,72
ES3,C00313,IT0001012,23-Feb-15,257302,250,27-Feb-15,21401521,250
ES3,C00313,IT0001068,23-Feb-15,257302,72,25-Feb-15,21401464,72
ES3,C00316,IT0001076,23-Feb-15,257306,750,26-Feb-15,21401469,500
ES3,C00316,IT0001076,23-Feb-15,257306,750,16-Mar-15,21402031,250
ES1,C00314,IT0001433,26-Feb-15,257325,2,3-Mar-15,21401599,2
ES1,C00257,IT0001108,1-Mar-15,257329,130,5-Mar-15,21401650,130
ES1,C00313,IT0001381,1-Mar-15,257333,1,5-Mar-15,21401660,1
ES3,C00127,IT0001088,5-Mar-15,257342,1100,13-Apr-15,21402924,300
ES3,C00127,IT0001088,5-Mar-15,257342,1100,22-Apr-15,21403233,320
ES3,C00127,IT0001088,5-Mar-15,257342,1100,7-Mar-15,21401704,160
ES3,C00127,IT0001088,5-Mar-15,257342,1100,31-Mar-15,21402498,320
ES1,C00283,IT0001415,1-Mar-15,257343,10,4-Mar-15,21401617,10
ES1,C00312,IT0001433,1-Mar-15,257345,6,5-Mar-15,21401656,6
ES3,C00351,IT0001273,2-Mar-15,257347,375,2-Apr-15,21402579,375
ES3,C00315,IT0001432,2-Mar-15,257348,6,6-Mar-15,21401718,6
ES3,C00315,IT0001124,2-Mar-15,257349,56,5-Mar-15,21401663,56
ES3,C00316,IT0001088,4-Mar-15,257370,640,9-Mar-15,21401801,640
ES1,C00186,IT0001162,6-Mar-15,257390,24,9-Mar-15,21401784,24
ES3,C00243,IT0001076,8-Mar-15,257393,500,9-Mar-15,21401739,500
ES3,C00243,IT0001113,8-Mar-15,257393,72,9-Mar-15,21401739,72
ES3,C00196,IT0001012,8-Mar-15,257396,1000,11-Mar-15,21401829,1000
ES1,C00311,IT0001113,11-Mar-15,257405,72,12-Mar-15,21401888,72
ES1,C00311,IT0001020,11-Mar-15,257405,320,11-Mar-15,21401888,160
ES1,C00311,IT0001020,11-Mar-15,257405,320,13-Mar-15,21401931,160
ES1,C00246,IT0001012,9-Mar-15,257408,250,10-Mar-15,21401840,250
ES3,C00315,IT0001076,10-Mar-15,257416,250,15-Mar-15,21401982,250
ES1,C00115,IT0001433,10-Mar-15,257420,6,16-Mar-15,21402002,6
ES3,C00315,IT0001481,10-Mar-15,257423,135,27-Mar-15,21402385,135
ES1,C00110,IT0001170,12-Mar-15,257432,24,2-Apr-15,21402559,24
ES3,C00128,IT0001088,12-Mar-15,257443,320,27-Mar-15,21402415,320
ES1,C00313,IT0001159,16-Mar-15,257453,56,17-Mar-15,21402076,56
ES3,C00354,IT0001151,16-Mar-15,257456,56,11-Apr-15,21402888,56
ES1,C00257,IT0001088,18-Mar-15,257468,320,22-Mar-15,21402206,320
ES1,C00257,IT0001170,18-Mar-15,257468,24,27-Mar-15,21402381,24
ES3,C00257,IT0001076,18-Mar-15,257472,250,23-Mar-15,21402233,250
ES1,C00301,IT0001012,19-Mar-15,257473,1500,23-Apr-15,21403296,500
ES1,C00301,IT0001012,19-Mar-15,257473,1500,26-Apr-15,21403330,250
ES1,C00301,IT0001088,19-Mar-15,257473,320,14-Apr-15,21402976,320
ES1,C00301,IT0001012,19-Mar-15,257473,1500,14-Apr-15,21402976,250
ES1,C00301,IT0001012,19-Mar-15,257473,1500,20-Apr-15,21403165,500
ES3,C00127,IT0001020,13-Jan-15,256991,1600,14-Jan-15,21400296,480
ES3,C00127,IT0001020,13-Jan-15,256991,1600,22-Jan-15,21400491,160
ES3,C00127,IT0001020,13-Jan-15,256991,1600,30-Jan-15,21400714,160
ES3,C00127,IT0001020,13-Jan-15,256991,1600,2-Feb-15,21400742,160
ES3,C00127,IT0001020,13-Jan-15,256991,1600,6-Feb-15,21400890,160
ES3,C00127,IT0001020,13-Jan-15,256991,1600,11-Feb-15,21401024,160
ES3,C00127,IT0001020,13-Jan-15,256991,1600,16-Feb-15,21401116,320
ES1,C00240,IT0001012,14-Jan-15,256994,1500,18-Jan-15,21400370,500
ES1,C00240,IT0001012,14-Jan-15,256994,1500,27-Jan-15,21400609,250
ES1,C00240,IT0001012,14-Jan-15,256994,1500,27-Jan-15,21400636,750
ES1,C00240,IT0001068,14-Jan-15,256994,72,18-Jan-15,21400370,72
ES3,C00196,IT0001020,15-Jan-15,257010,320,16-Jan-15,21400366,320
ES3,C00115,IT0001076,4-Feb-15,257014,2500,23-Feb-15,21401349,500
ES3,C00115,IT0001076,4-Feb-15,257014,2500,27-Feb-15,21401489,250
ES3,C00115,IT0001076,4-Feb-15,257014,2500,4-Mar-15,21401608,500
ES3,C00115,IT0001113,4-Feb-15,257014,288,16-Mar-15,21402001,72
ES3,C00115,IT0001113,4-Feb-15,257014,288,27-Feb-15,21401489,72
ES3,C00115,IT0001113,4-Feb-15,257014,288,4-Mar-15,21401608,72
ES3,C00115,IT0001113,4-Feb-15,257014,288,13-Mar-15,21401900,72
ES3,C00115,IT0001076,4-Feb-15,257014,2500,13-Mar-15,21401900,250
ES3,C00115,IT0001076,4-Feb-15,257014,2500,16-Mar-15,21402001,250
ES3,C00115,IT0001076,4-Feb-15,257014,2500,18-Mar-15,21402090,750
ES1,C00102,IT0001471,16-Jan-15,257017,50,21-Jan-15,21400465,10
ES1,C00102,IT0001471,16-Jan-15,257017,50,28-Jan-15,21400677,20
ES1,C00102,IT0001471,16-Jan-15,257017,50,18-Feb-15,21401235,2
ES1,C00102,IT0001471,16-Jan-15,257017,50,24-Feb-15,21401390,18
ES1,C00110,IT0001124,18-Jan-15,257021,104,21-Jan-15,21400467,104
ES1,C00238,IT0001476,19-Jan-15,257028,25,16-Feb-15,21401160,25
ES1,C00342,IT0001371,21-Jan-15,257037,10,26-Jan-15,21400582,10
ES3,C00354,IT0001020,21-Jan-15,257038,640,22-Jan-15,21400503,160
ES3,C00354,IT0001020,21-Jan-15,257038,640,23-Jan-15,21400530,160
ES3,C00354,IT0001020,21-Jan-15,257038,640,2-Feb-15,21400771,320
ES1,C00313,IT0001494,25-Jan-15,257053,75,23-Mar-15,21402237,50
ES1,C00313,IT0001494,25-Jan-15,257053,75,19-Apr-15,21403125,25
ES3,C00287,IT0001170,23-Jan-15,257057,24,30-Jan-15,21400736,24
ES3,C00287,IT0001415,23-Jan-15,257057,5,8-Apr-15,21402766,5
ES3,C00287,IT0001151,23-Jan-15,257057,40,30-Jan-15,21400736,40
ES3,C00128,IT0001076,23-Jan-15,257060,500,26-Jan-15,21400565,250
ES3,C00128,IT0001076,23-Jan-15,257060,500,27-Jan-15,21400608,250
ES1,C00301,IT0001433,27-Jan-15,257078,13,14-Feb-15,21401098,13
ES3,C00111,IT0001357,27-Jan-15,257081,2,27-Jan-15,21400604,2
ES1,C00259,IT0001088,2-Feb-15,257093,200,3-Feb-15,21400795,200
ES1,C00313,IT0001151,29-Jan-15,257097,240,9-Feb-15,21401008,64
ES1,C00313,IT0001151,29-Jan-15,257097,240,15-Feb-15,21401174,144
ES1,C00313,IT0001151,29-Jan-15,257097,240,25-Feb-15,21401461,32
ES1,C00313,IT0001133,29-Jan-15,257097,80,6-Feb-15,21400899,40
ES1,C00313,IT0001133,29-Jan-15,257097,80,17-May-15,21404007,40
ES3,C00205,IT0001040,30-Jan-15,257101,72,2-Feb-15,21400757,72
ES3,C00128,IT0001088,30-Jan-15,257104,640,9-Feb-15,21400957,160
ES3,C00128,IT0001088,30-Jan-15,257104,640,11-Feb-15,21401031,320
ES3,C00128,IT0001088,30-Jan-15,257104,640,15-Feb-15,21401146,160
ES3,C00335,IT0001076,1-Feb-15,257116,250,4-Feb-15,21400829,250
ES3,C00335,IT0001033,1-Feb-15,257116,130,4-Feb-15,21400829,130
ES3,C00246,IT0001020,3-Feb-15,257120,320,6-May-15,21403640,160
ES3,C00246,IT0001020,3-Feb-15,257120,320,17-Feb-15,21401195,160
ES3,C00246,IT0001088,3-Feb-15,257120,640,6-Feb-15,21400894,320
ES3,C00246,IT0001088,3-Feb-15,257120,640,15-Apr-15,21403016,320
ES1,C00257,IT0001088,2-Feb-15,257124,320,16-Feb-15,21401161,160
ES1,C00257,IT0001088,2-Feb-15,257124,320,23-Feb-15,21401366,160
ES1,C00257,IT0001159,2-Feb-15,257124,24,5-Feb-15,21400867,24
ES1,C00313,IT0001371,5-Feb-15,257139,25,13-Feb-15,21401105,25
